Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2016Q4,E3,Some college or Associate degree,0.067
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q1,48-49,Transportation and Warehousing,7.7
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q1,48-49,Transportation and Warehousing,14.000000000000002
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q1,48-49,Transportation and Warehousing,16.2
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2021Q1,48-49,Transportation and Warehousing,37.2
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q2,48-49,Transportation and Warehousing,7.3
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q2,48-49,Transportation and Warehousing,6.7
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q1,48-49,Transportation and Warehousing,9.3
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q2,48-49,Transportation and Warehousing,7.6
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q2,48-49,Transportation and Warehousing,15
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2021Q2,48-49,Transportation and Warehousing,9.6
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q3,48-49,Transportation and Warehousing,12.7
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q3,48-49,Transportation and Warehousing,10.6
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q4,48-49,Transportation and Warehousing,12163
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q3,48-49,Transportation and Warehousing,11.1
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q3,48-49,Transportation and Warehousing,16.2
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q3,48-49,Transportation and Warehousing,14.499999999999998
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q3,48-49,Transportation and Warehousing,16.7
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q4,48-49,Transportation and Warehousing,8.5
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q4,48-49,Transportation and Warehousing,8.9
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q4,48-49,Transportation and Warehousing,9.3
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q4,48-49,Transportation and Warehousing,14.099999999999998
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q4,48-49,Transportation and Warehousing,15.7
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2021Q4,48-49,Transportation and Warehousing,0
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q1,48-49,Transportation and Warehousing,15426
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q1,48-49,Transportation and Warehousing,18722
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q1,48-49,Transportation and Warehousing,17778
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q1,48-49,Transportation and Warehousing,20583
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q1,48-49,Transportation and Warehousing,17038
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q1,48-49,Transportation and Warehousing,19400
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q1,48-49,Transportation and Warehousing,24593
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q2,48-49,Transportation and Warehousing,15360
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q4,48-49,Transportation and Warehousing,10.8
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q2,48-49,Transportation and Warehousing,18296
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q2,48-49,Transportation and Warehousing,19493
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q2,48-49,Transportation and Warehousing,16875
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q2,48-49,Transportation and Warehousing,15879
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q2,48-49,Transportation and Warehousing,22630
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q3,48-49,Transportation and Warehousing,17184
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q3,48-49,Transportation and Warehousing,19019
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q3,48-49,Transportation and Warehousing,18076
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q3,48-49,Transportation and Warehousing,20273
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q3,48-49,Transportation and Warehousing,17654
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q3,48-49,Transportation and Warehousing,25604
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q2,48-49,Transportation and Warehousing,20362
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q3,48-49,Transportation and Warehousing,11748
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q4,48-49,Transportation and Warehousing,19200
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q4,48-49,Transportation and Warehousing,19306
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q4,48-49,Transportation and Warehousing,18668
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q4,48-49,Transportation and Warehousing,20669
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q4,48-49,Transportation and Warehousing,23705
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q4,48-49,Transportation and Warehousing,11689
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q1,22,Utilities,15673
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q1,22,Utilities,15670
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q1,22,Utilities,14191
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q4,48-49,Transportation and Warehousing,18438
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q1,22,Utilities,21997
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q1,22,Utilities,19930
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q1,22,Utilities,20694
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q2,22,Utilities,6940
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q2,22,Utilities,7580
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q2,22,Utilities,8613
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q2,22,Utilities,8772
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q2,22,Utilities,9202
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q2,22,Utilities,9442
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q2,22,Utilities,10471
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q3,22,Utilities,8111
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q3,22,Utilities,8442
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q3,22,Utilities,8135
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q3,22,Utilities,9454
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q3,22,Utilities,8955
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q3,22,Utilities,9865
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q4,22,Utilities,8288
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q4,22,Utilities,8662
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q4,22,Utilities,8698
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q1,48-49,Transportation and Warehousing,10.4
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q2,48-49,Transportation and Warehousing,6.2
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q2,48-49,Transportation and Warehousing,6.7
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q4,22,Utilities,8967
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q4,22,Utilities,9588
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q4,22,Utilities,0
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q4,22,Utilities,10416
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q1,22,Utilities,-57
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q1,22,Utilities,-46
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q1,22,Utilities,7
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q1,22,Utilities,29
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q1,22,Utilities,-13
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q1,22,Utilities,9
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q1,22,Utilities,-50
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q2,22,Utilities,21
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q2,22,Utilities,23
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q2,22,Utilities,-1
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q2,22,Utilities,-6
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q2,22,Utilities,72
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q2,22,Utilities,28
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q2,22,Utilities,-13
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q3,22,Utilities,-64
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q3,22,Utilities,-48
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q3,22,Utilities,-69
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q3,22,Utilities,-1
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q3,22,Utilities,6
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q3,22,Utilities,170
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q3,22,Utilities,-5
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q4,22,Utilities,6
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q4,22,Utilities,22
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q4,22,Utilities,-5
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q4,22,Utilities,33
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q4,22,Utilities,27
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q4,22,Utilities,0
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q1,22,Utilities,105
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q1,22,Utilities,112
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q1,22,Utilities,94
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q1,22,Utilities,103
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q1,22,Utilities,84
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q1,22,Utilities,58
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q2,22,Utilities,107
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q1,22,Utilities,58
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q2,22,Utilities,155
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q2,22,Utilities,94
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q2,22,Utilities,147
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q2,22,Utilities,96
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q2,22,Utilities,93
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q2,22,Utilities,88
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q3,22,Utilities,101
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q3,22,Utilities,61
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q3,22,Utilities,119
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q3,22,Utilities,152
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q3,22,Utilities,48
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q3,22,Utilities,69
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q3,22,Utilities,104
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q4,22,Utilities,53
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q4,22,Utilities,46
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q4,22,Utilities,93
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q4,22,Utilities,63
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q4,22,Utilities,107
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q4,22,Utilities,79
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q4,22,Utilities,91
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q1,22,Utilities,222
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q4,22,Utilities,24
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q1,22,Utilities,161
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q1,22,Utilities,15755
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q1,22,Utilities,144
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q1,22,Utilities,142
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q3,22,Utilities,7402
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q1,22,Utilities,175
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q1,22,Utilities,124
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q1,22,Utilities,149
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q2,22,Utilities,138
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q2,22,Utilities,105
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q2,22,Utilities,111
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q2,22,Utilities,82
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q2,22,Utilities,113
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q3,22,Utilities,146
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q2,22,Utilities,97
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q3,22,Utilities,158
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q2,22,Utilities,69
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q3,22,Utilities,140
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q3,22,Utilities,52
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q3,22,Utilities,132
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q3,22,Utilities,12
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q3,22,Utilities,117
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q4,22,Utilities,65
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q4,22,Utilities,79
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q4,22,Utilities,58
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q4,22,Utilities,44
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q4,22,Utilities,50
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q4,22,Utilities,87
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q4,22,Utilities,0
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q1,22,Utilities,3
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q1,22,Utilities,3.1
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q1,22,Utilities,3.5999999999999996
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q1,22,Utilities,3
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q1,22,Utilities,3.2
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2021Q1,22,Utilities,3.5999999999999996
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q2,22,Utilities,3.8
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q1,22,Utilities,3
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q2,22,Utilities,2.7
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q2,22,Utilities,3.5000000000000004
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q2,22,Utilities,3.8
