2017,Employment Status By Disability Status,Labor Force,Disabled,"Washington County, Maryland",5639,,,,
2018,Employment Status By Disability Status,Labor Force,Disabled,"Washington County, Maryland",5229,,,,
2019,Employment Status By Disability Status,Labor Force,Disabled,"Washington County, Maryland",5331,,,,
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Washington County, Maryland",63201,,,,
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Washington County, Maryland",62202,,,,
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Washington County, Maryland",61440,,,,
2018,Employment Status By Disability Status,Labor Force,Non Disabled,"Washington County, Maryland",61543,,,,
2019,Employment Status By Disability Status,Labor Force,Non Disabled,"Washington County, Maryland",61871,,,,
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Washington County, Maryland",5519,,,,
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Washington County, Maryland",5302,,,,
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Washington County, Maryland",5216,,,,
2018,Employment Status By Poverty Status,Labor Force,Below Poverty,"Washington County, Maryland",5149,,,,
2019,Employment Status By Poverty Status,Labor Force,Below Poverty,"Washington County, Maryland",4967,,,,
2016,Median Household Income,,,"Washington County, Maryland",56316,,,,,,
2018,Median Household Income,,,"Washington County, Maryland",59719,,,,,,
2015,Median Household Income,,,"Washington County, Maryland",56228,,,,,,
2017,Median Household Income,,,"Washington County, Maryland",58260,,,,,,
2019,Median Household Income,,,"Washington County, Maryland",60860,,,,,,
2020,Median Household Income,,,"Washington County, Maryland",63510,,,,,,
2016,Total Population,,,"Washington County, Maryland",149571,,,,,
2017,Total Population,,,"Washington County, Maryland",149546,,,,,
2015,Total Population,,,"Washington County, Maryland",149270,,,,,
2018,Total Population,,,"Washington County, Maryland",149811,,,,,
2019,Total Population,,,"Washington County, Maryland",150109,,,,,
2020,Total Population,,,"Washington County, Maryland",150575,,,,,
2017,Unemployment By Gender,,Male,"Washington County, Maryland",6.4,0.064
2018,Unemployment By Gender,,Male,"Washington County, Maryland",6.6,0.066
2016,Unemployment By Gender,,Male,"Washington County, Maryland",6.8,0.068
2015,Unemployment By Gender,,Male,"Washington County, Maryland",8,0.08
2019,Unemployment By Gender,,Male,"Washington County, Maryland",5.6,0.055999999999999994
2020,Unemployment By Gender,,Male,"Washington County, Maryland",5.8,0.057999999999999996
2015,Employment Status By Disability Status,Unemployed,Disabled,"Washington County, Maryland",1035,,,,
2018,Employment Status By Disability Status,Unemployed,Disabled,"Washington County, Maryland",764,,,,
2016,Employment Status By Disability Status,Unemployed,Disabled,"Washington County, Maryland",844,,,,
2017,Employment Status By Disability Status,Unemployed,Disabled,"Washington County, Maryland",840,,,,
2019,Employment Status By Disability Status,Unemployed,Disabled,"Washington County, Maryland",836,,,,
2020,Employment Status By Disability Status,Unemployed,Disabled,"Washington County, Maryland",689,,,,
2015,Unemployment By Race,,Hispanic,"Washington County, Maryland",11.5,0.115
2016,Unemployment By Race,,Hispanic,"Washington County, Maryland",13,0.13
2018,Unemployment By Race,,Hispanic,"Washington County, Maryland",6.4,0.064
2017,Unemployment By Race,,Hispanic,"Washington County, Maryland",13,0.13
2019,Unemployment By Race,,Hispanic,"Washington County, Maryland",3.3,0.033
2020,Unemployment By Race,,Hispanic,"Washington County, Maryland",1.4,0.013999999999999999
2015,Unemployment By Gender,,Female,"Washington County, Maryland",7.4,0.07400000000000001
2016,Unemployment By Gender,,Female,"Washington County, Maryland",7,0.07
2018,Unemployment By Gender,,Female,"Washington County, Maryland",5.4,0.054000000000000006
2017,Unemployment By Gender,,Female,"Washington County, Maryland",6,0.06
2019,Unemployment By Gender,,Female,"Washington County, Maryland",4.7,0.047
2017,Employment Status By Disability Status,Unemployed,Non Disabled,"Washington County, Maryland",3590,,,,
2015,Employment Status By Disability Status,Unemployed,Non Disabled,"Washington County, Maryland",4658,,,,
2016,Employment Status By Disability Status,Unemployed,Non Disabled,"Washington County, Maryland",4039,,,,
2020,Unemployment By Gender,,Female,"Washington County, Maryland",4.9,0.049
2019,Employment Status By Disability Status,Unemployed,Non Disabled,"Washington County, Maryland",2829,,,,
2020,Employment Status By Disability Status,Unemployed,Non Disabled,"Washington County, Maryland",3037,,,,
2015,Employment Status By Disability Status,Employed,Non Disabled,"Washington County, Maryland",58543,
2018,Employment Status By Disability Status,Unemployed,Non Disabled,"Washington County, Maryland",3506,,,,
2016,Employment Status By Disability Status,Employed,Non Disabled,"Washington County, Maryland",58163,
2017,Employment Status By Disability Status,Employed,Non Disabled,"Washington County, Maryland",57850,
2019,Employment Status By Disability Status,Employed,Non Disabled,"Washington County, Maryland",59042,
2018,Employment Status By Disability Status,Employed,Non Disabled,"Washington County, Maryland",58037,
2020,Employment Status By Disability Status,Employed,Non Disabled,"Washington County, Maryland",59413,
2015,Employment Status By Education,Employed,Bachelor's or Higher,"Washington County, Maryland",14344,
2016,Employment Status By Education,Employed,Bachelor's or Higher,"Washington County, Maryland",14343,
2017,Employment Status By Education,Employed,Bachelor's or Higher,"Washington County, Maryland",15095,
2018,Employment Status By Education,Employed,Bachelor's or Higher,"Washington County, Maryland",14823,
2019,Employment Status By Education,Employed,Bachelor's or Higher,"Washington County, Maryland",15086,
2020,Employment Status By Education,Employed,Bachelor's or Higher,"Washington County, Maryland",15667,
2016,Employment Status By Education,Unemployed,Bachelor's or Higher,"Washington County, Maryland",397,
2015,Employment Status By Education,Unemployed,Bachelor's or Higher,"Washington County, Maryland",487,
2017,Employment Status By Education,Unemployed,Bachelor's or Higher,"Washington County, Maryland",380,
2018,Employment Status By Education,Unemployed,Bachelor's or Higher,"Washington County, Maryland",328,
2019,Employment Status By Education,Unemployed,Bachelor's or Higher,"Washington County, Maryland",337,
2020,Employment Status By Education,Unemployed,Bachelor's or Higher,"Washington County, Maryland",381,
2016,Employment Status By Education,NIL,Bachelor's or Higher,"Washington County, Maryland",2375,
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Washington County, Maryland",2260,
2017,Employment Status By Education,NIL,Bachelor's or Higher,"Washington County, Maryland",2589,
2018,Employment Status By Education,NIL,Bachelor's or Higher,"Washington County, Maryland",2525,
2019,Employment Status By Education,NIL,Bachelor's or Higher,"Washington County, Maryland",2808,
2020,Employment Status By Education,NIL,Bachelor's or Higher,"Washington County, Maryland",2523,
2016,Employment Status By Education,Employed,Highschool,"Washington County, Maryland",19422,
2015,Employment Status By Education,Employed,Highschool,"Washington County, Maryland",19757,
2017,Employment Status By Education,Employed,Highschool,"Washington County, Maryland",18564,
2018,Employment Status By Education,Employed,Highschool,"Washington County, Maryland",18308,
2019,Employment Status By Education,Employed,Highschool,"Washington County, Maryland",18690,
2020,Employment Status By Education,Employed,Highschool,"Washington County, Maryland",18179,
2016,Employment Status By Education,Unemployed,Highschool,"Washington County, Maryland",1497,
2015,Employment Status By Education,Unemployed,Highschool,"Washington County, Maryland",1711,
2017,Employment Status By Education,Unemployed,Highschool,"Washington County, Maryland",1420,
2018,Employment Status By Education,Unemployed,Highschool,"Washington County, Maryland",1384,
2019,Employment Status By Education,Unemployed,Highschool,"Washington County, Maryland",1357,
2020,Employment Status By Education,Unemployed,Highschool,"Washington County, Maryland",1289,
2015,Employment Status By Education,NIL,Highschool,"Washington County, Maryland",7857,
2016,Employment Status By Education,NIL,Highschool,"Washington County, Maryland",7988,
2017,Employment Status By Education,NIL,Highschool,"Washington County, Maryland",7962,
2018,Employment Status By Education,NIL,Highschool,"Washington County, Maryland",8091,
2019,Employment Status By Education,NIL,Highschool,"Washington County, Maryland",7939,
2020,Employment Status By Education,NIL,Highschool,"Washington County, Maryland",8154,
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Washington County, Maryland",3621,
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Washington County, Maryland",3534,
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Washington County, Maryland",3764,
2018,Employment Status By Poverty Status,Employed,Below Poverty,"Washington County, Maryland",3793,
2019,Employment Status By Poverty Status,Employed,Below Poverty,"Washington County, Maryland",3920,
2020,Employment Status By Poverty Status,Employed,Below Poverty,"Washington County, Maryland",3713,
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Washington County, Maryland",1985,
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Washington County, Maryland",1452,
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Washington County, Maryland",1681,
2018,Employment Status By Poverty Status,Unemployed,Below Poverty,"Washington County, Maryland",1356,
2019,Employment Status By Poverty Status,Unemployed,Below Poverty,"Washington County, Maryland",1047,
2020,Employment Status By Poverty Status,Unemployed,Below Poverty,"Washington County, Maryland",1154,
2016,Employment Status By Disability Status,Employed,Disabled,"Washington County, Maryland",4614,,,,
2017,Employment Status By Disability Status,Employed,Disabled,"Washington County, Maryland",4799,,,,
2015,Employment Status By Disability Status,Employed,Disabled,"Washington County, Maryland",4551,,,,
2018,Employment Status By Disability Status,Employed,Disabled,"Washington County, Maryland",4465,,,,
2019,Employment Status By Disability Status,Employed,Disabled,"Washington County, Maryland",4495,,,,
2020,Employment Status By Disability Status,Employed,Disabled,"Washington County, Maryland",4249,,,,
2016,Employment Status By Education,Employed,Less than Highschool,"Washington County, Maryland",3723,
2015,Employment Status By Education,Employed,Less than Highschool,"Washington County, Maryland",3653,
2017,Employment Status By Education,Employed,Less than Highschool,"Washington County, Maryland",3852,
2018,Employment Status By Education,Employed,Less than Highschool,"Washington County, Maryland",3952,
2019,Employment Status By Education,Employed,Less than Highschool,"Washington County, Maryland",4077,
2020,Employment Status By Education,Employed,Less than Highschool,"Washington County, Maryland",3668,
2015,Employment Status By Education,Unemployed,Less than Highschool,"Washington County, Maryland",610,
2016,Employment Status By Education,Unemployed,Less than Highschool,"Washington County, Maryland",508,
2017,Employment Status By Education,Unemployed,Less than Highschool,"Washington County, Maryland",372,
2018,Employment Status By Education,Unemployed,Less than Highschool,"Washington County, Maryland",370,
2019,Employment Status By Education,Unemployed,Less than Highschool,"Washington County, Maryland",171,
2020,Employment Status By Education,Unemployed,Less than Highschool,"Washington County, Maryland",156,
2015,Employment Status By Education,NIL,Less than Highschool,"Washington County, Maryland",4621,
2016,Employment Status By Education,NIL,Less than Highschool,"Washington County, Maryland",4685,
2017,Employment Status By Education,NIL,Less than Highschool,"Washington County, Maryland",4791,
2018,Employment Status By Education,NIL,Less than Highschool,"Washington County, Maryland",4829,
2019,Employment Status By Education,NIL,Less than Highschool,"Washington County, Maryland",4583,
2020,Employment Status By Education,NIL,Less than Highschool,"Washington County, Maryland",4179,
2015,Unemployment By Veteran Status,,Non Veteran,"Washington County, Maryland",8.3,0.083
2016,Unemployment By Veteran Status,,Non Veteran,"Washington County, Maryland",7.2,0.07200000000000001
2017,Unemployment By Veteran Status,,Non Veteran,"Washington County, Maryland",6.7,0.067
2018,Unemployment By Veteran Status,,Non Veteran,"Washington County, Maryland",6.5,0.065
2019,Unemployment By Veteran Status,,Non Veteran,"Washington County, Maryland",5.5,0.055
2020,Unemployment By Veteran Status,,Non Veteran,"Washington County, Maryland",5.7,0.057
2015,Unemployment By Veteran Status,,Veteran,"Washington County, Maryland",8.1,0.081
2016,Unemployment By Veteran Status,,Veteran,"Washington County, Maryland",7.2,0.07200000000000001
2017,Unemployment By Veteran Status,,Veteran,"Washington County, Maryland",5.4,0.054000000000000006
2018,Unemployment By Veteran Status,,Veteran,"Washington County, Maryland",4.4,0.044000000000000004
2019,Unemployment By Veteran Status,,Veteran,"Washington County, Maryland",4.6,0.046
2020,Unemployment By Veteran Status,,Veteran,"Washington County, Maryland",2.4,0.024
2017,Employment Status By Education,Employed,Some College,"Washington County, Maryland",17741,
2015,Employment Status By Education,Employed,Some College,"Washington County, Maryland",18195,
2018,Employment Status By Education,Employed,Some College,"Washington County, Maryland",18045,
2016,Employment Status By Education,Employed,Some College,"Washington County, Maryland",17977,
